product,store,date,demand
cordless screwdriver_1,Store_5,2024-05-06,160
cordless screwdriver_1,Store_5,2024-05-13,175
cordless screwdriver_1,Store_5,2024-05-20,154
cordless screwdriver_1,Store_5,2024-05-27,157
cordless screwdriver_1,Store_5,2024-06-03,157
cordless screwdriver_1,Store_5,2024-06-10,183
cordless screwdriver_1,Store_5,2024-06-17,182
cordless screwdriver_1,Store_6,2024-02-26,129
cordless screwdriver_1,Store_6,2024-03-04,122
cordless screwdriver_1,Store_6,2024-03-11,110
cordless screwdriver_1,Store_6,2024-03-18,116
cordless screwdriver_1,Store_6,2024-03-25,133
cordless screwdriver_1,Store_6,2024-04-01,101
cordless screwdriver_1,Store_6,2024-04-08,119
cordless screwdriver_1,Store_6,2024-04-15,128
cordless screwdriver_1,Store_6,2024-04-22,114
cordless screwdriver_1,Store_6,2024-04-29,117
cordless screwdriver_1,Store_6,2024-05-06,119
cordless screwdriver_1,Store_6,2024-05-13,133
cordless screwdriver_1,Store_6,2024-05-20,116
cordless screwdriver_1,Store_6,2024-05-27,119
cordless screwdriver_1,Store_6,2024-06-03,116
cordless screwdriver_1,Store_6,2024-06-10,139
cordless screwdriver_1,Store_6,2024-06-17,139
cordless screwdriver_1,Store_7,2024-02-26,49
cordless screwdriver_1,Store_7,2024-03-04,44
cordless screwdriver_1,Store_7,2024-03-11,24
cordless screwdriver_1,Store_7,2024-03-18,32
cordless screwdriver_1,Store_7,2024-03-25,58
cordless screwdriver_1,Store_7,2024-04-01,19
cordless screwdriver_1,Store_7,2024-04-08,33
cordless screwdriver_1,Store_7,2024-04-15,53
cordless screwdriver_1,Store_7,2024-04-22,34
cordless screwdriver_1,Store_7,2024-04-29,31
cordless screwdriver_1,Store_7,2024-05-06,38
cordless screwdriver_1,Store_7,2024-05-13,56
cordless screwdriver_1,Store_7,2024-05-20,34
cordless screwdriver_1,Store_7,2024-05-27,32
cordless screwdriver_1,Store_7,2024-06-03,35
cordless screwdriver_1,Store_7,2024-06-10,62
cordless screwdriver_1,Store_7,2024-06-17,61
cordless screwdriver_1,Store_8,2024-02-26,39
cordless screwdriver_1,Store_8,2024-03-04,33
cordless screwdriver_1,Store_8,2024-03-11,28
cordless screwdriver_1,Store_8,2024-03-18,32
cordless screwdriver_1,Store_8,2024-03-25,40
cordless screwdriver_1,Store_8,2024-04-01,22
cordless screwdriver_1,Store_8,2024-04-08,34
cordless screwdriver_1,Store_8,2024-04-15,37
cordless screwdriver_1,Store_8,2024-04-22,30
cordless screwdriver_1,Store_8,2024-04-29,32
cordless screwdriver_1,Store_8,2024-05-06,32
cordless screwdriver_1,Store_8,2024-05-13,40
cordless screwdriver_1,Store_8,2024-05-20,30
cordless screwdriver_1,Store_8,2024-05-27,33
cordless screwdriver_1,Store_8,2024-06-03,31
cordless screwdriver_1,Store_8,2024-06-10,43
cordless screwdriver_1,Store_8,2024-06-17,42
cordless screwdriver_2,Store_1,2024-02-26,176
cordless screwdriver_2,Store_1,2024-03-04,172
cordless screwdriver_2,Store_1,2024-03-11,161
cordless screwdriver_2,Store_1,2024-03-18,166
cordless screwdriver_2,Store_1,2024-03-25,180
cordless screwdriver_2,Store_1,2024-04-01,155
cordless screwdriver_2,Store_1,2024-04-08,167
cordless screwdriver_2,Store_1,2024-04-15,178
cordless screwdriver_2,Store_1,2024-04-22,165
cordless screwdriver_2,Store_1,2024-04-29,166
cordless screwdriver_2,Store_1,2024-05-06,169
cordless screwdriver_2,Store_1,2024-05-13,180
cordless screwdriver_2,Store_1,2024-05-20,167
cordless screwdriver_2,Store_1,2024-05-27,168
cordless screwdriver_2,Store_1,2024-06-03,167
cordless screwdriver_2,Store_1,2024-06-10,184
cordless screwdriver_2,Store_1,2024-06-17,185
cordless screwdriver_2,Store_2,2024-02-26,77
cordless screwdriver_2,Store_2,2024-03-04,74
cordless screwdriver_2,Store_2,2024-03-11,56
cordless screwdriver_2,Store_2,2024-03-18,63
cordless screwdriver_2,Store_2,2024-03-25,85
cordless screwdriver_2,Store_2,2024-04-01,51
cordless screwdriver_2,Store_2,2024-04-08,62
cordless screwdriver_2,Store_2,2024-04-15,82
cordless screwdriver_2,Store_2,2024-04-22,64
cordless screwdriver_2,Store_2,2024-04-29,61
cordless screwdriver_2,Store_2,2024-05-06,69
cordless screwdriver_2,Store_2,2024-05-13,83
cordless screwdriver_2,Store_2,2024-05-20,65
cordless screwdriver_2,Store_2,2024-05-27,64
cordless screwdriver_2,Store_2,2024-06-03,66
cordless screwdriver_2,Store_2,2024-06-10,89
cordless screwdriver_2,Store_2,2024-06-17,91
cordless screwdriver_2,Store_3,2024-02-26,47
cordless screwdriver_2,Store_3,2024-03-04,39
cordless screwdriver_2,Store_3,2024-03-11,12
cordless screwdriver_2,Store_3,2024-03-18,29
cordless screwdriver_2,Store_3,2024-03-25,60
cordless screwdriver_2,Store_3,2024-04-01,3
cordless screwdriver_2,Store_3,2024-04-08,26
cordless screwdriver_2,Store_3,2024-04-15,58
cordless screwdriver_2,Store_3,2024-04-22,22
cordless screwdriver_2,Store_3,2024-04-29,21
cordless screwdriver_2,Store_3,2024-05-06,38
cordless screwdriver_2,Store_3,2024-05-13,54
cordless screwdriver_2,Store_3,2024-05-20,23
cordless screwdriver_2,Store_3,2024-05-27,25
cordless screwdriver_2,Store_3,2024-06-03,33
cordless screwdriver_2,Store_3,2024-06-10,62
cordless screwdriver_2,Store_3,2024-06-17,57
cordless screwdriver_2,Store_4,2024-02-26,77
cordless screwdriver_2,Store_4,2024-03-04,68
cordless screwdriver_2,Store_4,2024-03-11,54
cordless screwdriver_2,Store_4,2024-03-18,61
cordless screwdriver_2,Store_4,2024-03-25,82
cordless screwdriver_2,Store_4,2024-04-01,43
cordless screwdriver_2,Store_4,2024-04-08,65
cordless screwdriver_2,Store_4,2024-04-15,75
cordless screwdriver_2,Store_4,2024-04-22,60
cordless screwdriver_2,Store_4,2024-04-29,61
cordless screwdriver_2,Store_4,2024-05-06,65
cordless screwdriver_2,Store_4,2024-05-13,81
cordless screwdriver_2,Store_4,2024-05-20,60
cordless screwdriver_2,Store_4,2024-05-27,64
cordless screwdriver_2,Store_4,2024-06-03,61
cordless screwdriver_2,Store_4,2024-06-10,88
cordless screwdriver_2,Store_4,2024-06-17,86
cordless screwdriver_2,Store_5,2024-02-26,172
cordless screwdriver_2,Store_5,2024-03-04,165
cordless screwdriver_2,Store_5,2024-03-11,148
cordless screwdriver_2,Store_5,2024-03-18,159
cordless screwdriver_2,Store_5,2024-03-25,176
cordless screwdriver_2,Store_5,2024-04-01,136
cordless screwdriver_2,Store_5,2024-04-08,158
cordless screwdriver_2,Store_5,2024-04-15,174
cordless screwdriver_2,Store_5,2024-04-22,149
cordless screwdriver_2,Store_5,2024-04-29,158
cordless screwdriver_2,Store_5,2024-05-06,163
cordless screwdriver_2,Store_5,2024-05-13,174
cordless screwdriver_2,Store_5,2024-05-20,157
cordless screwdriver_2,Store_5,2024-05-27,161
cordless screwdriver_2,Store_5,2024-06-03,161
cordless screwdriver_2,Store_5,2024-06-10,182
cordless screwdriver_2,Store_5,2024-06-17,186
cordless screwdriver_2,Store_6,2024-02-26,43
cordless screwdriver_2,Store_6,2024-03-04,30
cordless screwdriver_2,Store_6,2024-03-11,11
cordless screwdriver_2,Store_6,2024-03-18,30
cordless screwdriver_2,Store_6,2024-03-25,48
cordless screwdriver_2,Store_6,2024-04-01,6
cordless screwdriver_2,Store_6,2024-04-08,32
cordless screwdriver_2,Store_6,2024-04-15,47
cordless screwdriver_2,Store_6,2024-04-22,9
cordless screwdriver_2,Store_6,2024-04-29,26
cordless screwdriver_2,Store_6,2024-05-06,34
cordless screwdriver_2,Store_6,2024-05-13,42
cordless screwdriver_2,Store_6,2024-05-20,19
cordless screwdriver_2,Store_6,2024-05-27,29
cordless screwdriver_2,Store_6,2024-06-03,29
cordless screwdriver_2,Store_6,2024-06-10,52
cordless screwdriver_2,Store_6,2024-06-17,50
cordless screwdriver_2,Store_7,2024-02-26,65
cordless screwdriver_2,Store_7,2024-03-04,59
cordless screwdriver_2,Store_7,2024-03-11,44
cordless screwdriver_2,Store_7,2024-03-18,51
cordless screwdriver_2,Store_7,2024-03-25,72
cordless screwdriver_2,Store_7,2024-04-01,38
cordless screwdriver_2,Store_7,2024-04-08,53
cordless screwdriver_2,Store_7,2024-04-15,68
cordless screwdriver_2,Store_7,2024-04-22,51
cordless screwdriver_2,Store_7,2024-04-29,50
cordless screwdriver_2,Store_7,2024-05-06,56
cordless screwdriver_2,Store_7,2024-05-13,70
cordless screwdriver_2,Store_7,2024-05-20,51
cordless screwdriver_2,Store_7,2024-05-27,52
cordless screwdriver_2,Store_7,2024-06-03,53
cordless screwdriver_2,Store_7,2024-06-10,76
cordless screwdriver_2,Store_7,2024-06-17,74
cordless screwdriver_2,Store_8,2024-02-26,79
cordless screwdriver_2,Store_8,2024-03-04,66
cordless screwdriver_2,Store_8,2024-03-11,49
cordless screwdriver_2,Store_8,2024-03-18,67
cordless screwdriver_2,Store_8,2024-03-25,83
cordless screwdriver_2,Store_8,2024-04-01,33
cordless screwdriver_2,Store_8,2024-04-08,70
cordless screwdriver_2,Store_8,2024-04-15,81
cordless screwdriver_2,Store_8,2024-04-22,47
cordless screwdriver_2,Store_8,2024-04-29,65
cordless screwdriver_2,Store_8,2024-05-06,69
cordless screwdriver_2,Store_8,2024-05-13,78
cordless screwdriver_2,Store_8,2024-05-20,56
cordless screwdriver_2,Store_8,2024-05-27,66
cordless screwdriver_2,Store_8,2024-06-03,65
cordless screwdriver_2,Store_8,2024-06-10,87
cordless screwdriver_2,Store_8,2024-06-17,84
cordless screwdriver_3,Store_1,2024-02-26,46
cordless screwdriver_3,Store_1,2024-03-04,40
cordless screwdriver_3,Store_1,2024-03-11,26
cordless screwdriver_3,Store_1,2024-03-18,31
cordless screwdriver_3,Store_1,2024-03-25,53
cordless screwdriver_3,Store_1,2024-04-01,20
cordless screwdriver_3,Store_1,2024-04-08,34
cordless screwdriver_3,Store_1,2024-04-15,47
cordless screwdriver_3,Store_1,2024-04-22,34
cordless screwdriver_3,Store_1,2024-04-29,31
cordless screwdriver_3,Store_1,2024-05-06,35
cordless screwdriver_3,Store_1,2024-05-13,52
cordless screwdriver_3,Store_1,2024-05-20,33
cordless screwdriver_3,Store_1,2024-05-27,33
cordless screwdriver_3,Store_1,2024-06-03,32
cordless screwdriver_3,Store_1,2024-06-10,58
cordless screwdriver_3,Store_1,2024-06-17,56
cordless screwdriver_3,Store_2,2024-02-26,48
cordless screwdriver_3,Store_2,2024-03-04,40
cordless screwdriver_3,Store_2,2024-03-11,33
cordless screwdriver_3,Store_2,2024-03-18,38
cordless screwdriver_3,Store_2,2024-03-25,49
cordless screwdriver_3,Store_2,2024-04-01,23
cordless screwdriver_3,Store_2,2024-04-08,43
cordless screwdriver_3,Store_2,2024-04-15,44
cordless screwdriver_3,Store_2,2024-04-22,35
cordless screwdriver_3,Store_2,2024-04-29,39
cordless screwdriver_3,Store_2,2024-05-06,38
cordless screwdriver_3,Store_2,2024-05-13,50
cordless screwdriver_3,Store_2,2024-05-20,36
cordless screwdriver_3,Store_2,2024-05-27,41
cordless screwdriver_3,Store_2,2024-06-03,36
cordless screwdriver_3,Store_2,2024-06-10,55
cordless screwdriver_3,Store_2,2024-06-17,53
cordless screwdriver_3,Store_3,2024-02-26,40
cordless screwdriver_3,Store_3,2024-03-04,31
cordless screwdriver_3,Store_3,2024-03-11,17
cordless screwdriver_3,Store_3,2024-03-18,25
cordless screwdriver_3,Store_3,2024-03-25,44
cordless screwdriver_3,Store_3,2024-04-01,7
cordless screwdriver_3,Store_3,2024-04-08,29
cordless screwdriver_3,Store_3,2024-04-15,39
cordless screwdriver_3,Store_3,2024-04-22,21
cordless screwdriver_3,Store_3,2024-04-29,26
cordless screwdriver_3,Store_3,2024-05-06,28
cordless screwdriver_3,Store_3,2024-05-13,43
cordless screwdriver_3,Store_3,2024-05-20,24
cordless screwdriver_3,Store_3,2024-05-27,28
cordless screwdriver_3,Store_3,2024-06-03,25
cordless screwdriver_3,Store_3,2024-06-10,50
cordless screwdriver_3,Store_3,2024-06-17,49
cordless screwdriver_3,Store_4,2024-02-26,89
cordless screwdriver_3,Store_4,2024-03-04,80
cordless screwdriver_3,Store_4,2024-03-11,56
cordless screwdriver_3,Store_4,2024-03-18,75
cordless screwdriver_3,Store_4,2024-03-25,98
cordless screwdriver_3,Store_4,2024-04-01,43
cordless screwdriver_3,Store_4,2024-04-08,73
cordless screwdriver_3,Store_4,2024-04-15,99
cordless screwdriver_3,Store_4,2024-04-22,58
cordless screwdriver_3,Store_4,2024-04-29,68
cordless screwdriver_3,Store_4,2024-05-06,83
cordless screwdriver_3,Store_4,2024-05-13,91
cordless screwdriver_3,Store_4,2024-05-20,65
cordless screwdriver_3,Store_4,2024-05-27,73
cordless screwdriver_3,Store_4,2024-06-03,77
cordless screwdriver_3,Store_4,2024-06-10,99
cordless screwdriver_3,Store_4,2024-06-17,97
cordless screwdriver_3,Store_5,2024-02-26,93
cordless screwdriver_3,Store_5,2024-03-04,88
cordless screwdriver_3,Store_5,2024-03-11,63
cordless screwdriver_3,Store_5,2024-03-18,76
cordless screwdriver_3,Store_5,2024-03-25,105
cordless screwdriver_3,Store_5,2024-04-01,57
cordless screwdriver_3,Store_5,2024-04-08,73
cordless screwdriver_3,Store_5,2024-04-15,103
cordless screwdriver_3,Store_5,2024-04-22,74
cordless screwdriver_3,Store_5,2024-04-29,70
cordless screwdriver_3,Store_5,2024-05-06,84
cordless screwdriver_3,Store_5,2024-05-13,101
cordless screwdriver_3,Store_5,2024-05-20,74
cordless screwdriver_3,Store_5,2024-05-27,73
cordless screwdriver_3,Store_5,2024-06-03,80
cordless screwdriver_3,Store_5,2024-06-10,108
cordless screwdriver_3,Store_5,2024-06-17,105
cordless screwdriver_3,Store_6,2024-02-26,76
cordless screwdriver_3,Store_6,2024-03-04,66
cordless screwdriver_3,Store_6,2024-03-11,52
cordless screwdriver_3,Store_6,2024-03-18,63
cordless screwdriver_3,Store_6,2024-03-25,78
cordless screwdriver_3,Store_6,2024-04-01,38
cordless screwdriver_3,Store_6,2024-04-08,66
cordless screwdriver_3,Store_6,2024-04-15,74
cordless screwdriver_3,Store_6,2024-04-22,52
cordless screwdriver_3,Store_6,2024-04-29,63
cordless screwdriver_3,Store_6,2024-05-06,64
cordless screwdriver_3,Store_6,2024-05-13,77
cordless screwdriver_3,Store_6,2024-05-20,59
cordless screwdriver_3,Store_6,2024-05-27,66
cordless screwdriver_3,Store_6,2024-06-03,62
cordless screwdriver_3,Store_6,2024-06-10,85
cordless screwdriver_3,Store_6,2024-06-17,86
cordless screwdriver_3,Store_7,2024-02-26,46
cordless screwdriver_3,Store_7,2024-03-04,29
cordless screwdriver_3,Store_7,2024-03-11,9
cordless screwdriver_3,Store_7,2024-03-18,26
cordless screwdriver_3,Store_7,2024-03-25,50
cordless screwdriver_3,Store_7,2024-04-01,12
cordless screwdriver_3,Store_7,2024-04-08,33
cordless screwdriver_3,Store_7,2024-04-15,43
cordless screwdriver_3,Store_7,2024-04-22,10
cordless screwdriver_3,Store_7,2024-04-29,26
cordless screwdriver_3,Store_7,2024-05-06,28
cordless screwdriver_3,Store_7,2024-05-13,48
cordless screwdriver_3,Store_7,2024-05-20,18
cordless screwdriver_3,Store_7,2024-05-27,30
cordless screwdriver_3,Store_7,2024-06-03,24
cordless screwdriver_3,Store_7,2024-06-10,60
cordless screwdriver_3,Store_7,2024-06-17,58
cordless screwdriver_3,Store_8,2024-02-26,173
cordless screwdriver_3,Store_8,2024-03-04,166
cordless screwdriver_3,Store_8,2024-03-11,145
cordless screwdriver_3,Store_8,2024-03-18,157
cordless screwdriver_3,Store_8,2024-03-25,181
cordless screwdriver_3,Store_8,2024-04-01,135
cordless screwdriver_3,Store_8,2024-04-08,157
cordless screwdriver_3,Store_8,2024-04-15,179
cordless screwdriver_3,Store_8,2024-04-22,150
cordless screwdriver_3,Store_8,2024-04-29,154
cordless screwdriver_3,Store_8,2024-05-06,164
cordless screwdriver_3,Store_8,2024-05-13,177
cordless screwdriver_3,Store_8,2024-05-20,155
cordless screwdriver_3,Store_8,2024-05-27,158
cordless screwdriver_3,Store_8,2024-06-03,160
cordless screwdriver_3,Store_8,2024-06-10,185
cordless screwdriver_3,Store_8,2024-06-17,186
current meter_1,Store_1,2024-02-26,61
current meter_1,Store_1,2024-03-04,56
current meter_1,Store_1,2024-03-11,30
current meter_1,Store_1,2024-03-18,41
current meter_1,Store_1,2024-03-25,71
current meter_1,Store_1,2024-04-01,22
current meter_1,Store_1,2024-04-08,39
current meter_1,Store_1,2024-04-15,68
current meter_1,Store_1,2024-04-22,40
current meter_1,Store_1,2024-04-29,39
current meter_1,Store_1,2024-05-06,49
current meter_1,Store_1,2024-05-13,69
current meter_1,Store_1,2024-05-20,44
current meter_1,Store_1,2024-05-27,42
current meter_1,Store_1,2024-06-03,45
current meter_1,Store_1,2024-06-10,77
current meter_1,Store_1,2024-06-17,80
current meter_1,Store_2,2024-02-26,174
current meter_1,Store_2,2024-03-04,172
current meter_1,Store_2,2024-03-11,160
current meter_1,Store_2,2024-03-18,164
current meter_1,Store_2,2024-03-25,180
current meter_1,Store_2,2024-04-01,157
current meter_1,Store_2,2024-04-08,164
current meter_1,Store_2,2024-04-15,177
current meter_1,Store_2,2024-04-22,166
current meter_1,Store_2,2024-04-29,163
current meter_1,Store_2,2024-05-06,168
current meter_1,Store_2,2024-05-13,179
current meter_1,Store_2,2024-05-20,166
current meter_1,Store_2,2024-05-27,164
current meter_1,Store_2,2024-06-03,166
current meter_1,Store_2,2024-06-10,183
current meter_1,Store_2,2024-06-17,183
current meter_1,Store_3,2024-02-26,98
current meter_1,Store_3,2024-03-04,86
current meter_1,Store_3,2024-03-11,75
current meter_1,Store_3,2024-03-18,86
current meter_1,Store_3,2024-03-25,100
current meter_1,Store_3,2024-04-01,61
current meter_1,Store_3,2024-04-08,90
current meter_1,Store_3,2024-04-15,96
current meter_1,Store_3,2024-04-22,75
current meter_1,Store_3,2024-04-29,85
current meter_1,Store_3,2024-05-06,87
current meter_1,Store_3,2024-05-13,99
current meter_1,Store_3,2024-05-20,79
current meter_1,Store_3,2024-05-27,87
current meter_1,Store_3,2024-06-03,84
current meter_1,Store_3,2024-06-10,107
current meter_1,Store_3,2024-06-17,103
current meter_1,Store_4,2024-02-26,108
current meter_1,Store_4,2024-03-04,101
current meter_1,Store_4,2024-03-11,87
current meter_1,Store_4,2024-03-18,96
current meter_1,Store_4,2024-03-25,113
current meter_1,Store_4,2024-04-01,78
current meter_1,Store_4,2024-04-08,98
current meter_1,Store_4,2024-04-15,109
current meter_1,Store_4,2024-04-22,91
current meter_1,Store_4,2024-04-29,95
current meter_1,Store_4,2024-05-06,99
current meter_1,Store_4,2024-05-13,112
current meter_1,Store_4,2024-05-20,93
current meter_1,Store_4,2024-05-27,97
current meter_1,Store_4,2024-06-03,96
current meter_1,Store_4,2024-06-10,118
current meter_1,Store_4,2024-06-17,116
current meter_1,Store_5,2024-02-26,69
current meter_1,Store_5,2024-03-04,66
current meter_1,Store_5,2024-03-11,37
current meter_1,Store_5,2024-03-18,51
current meter_1,Store_5,2024-03-25,82
current meter_1,Store_5,2024-04-01,29
current meter_1,Store_5,2024-04-08,45
current meter_1,Store_5,2024-04-15,82
current meter_1,Store_5,2024-04-22,46
current meter_1,Store_5,2024-04-29,45
current meter_1,Store_5,2024-05-06,62
current meter_1,Store_5,2024-05-13,77
current meter_1,Store_5,2024-05-20,52
current meter_1,Store_5,2024-05-27,51
current meter_1,Store_5,2024-06-03,58
current meter_1,Store_5,2024-06-10,85
current meter_1,Store_5,2024-06-17,89
current meter_1,Store_6,2024-02-26,95
current meter_1,Store_6,2024-03-04,83
current meter_1,Store_6,2024-03-11,61
current meter_1,Store_6,2024-03-18,77
current meter_1,Store_6,2024-03-25,101
current meter_1,Store_6,2024-04-01,44
current meter_1,Store_6,2024-04-08,79
current meter_1,Store_6,2024-04-15,97
current meter_1,Store_6,2024-04-22,63
current meter_1,Store_6,2024-04-29,75
current meter_1,Store_6,2024-05-06,81
current meter_1,Store_6,2024-05-13,98
current meter_1,Store_6,2024-05-20,71
current meter_1,Store_6,2024-05-27,78
current meter_1,Store_6,2024-06-03,77
current meter_1,Store_6,2024-06-10,108
current meter_1,Store_6,2024-06-17,108
current meter_1,Store_7,2024-02-26,135
current meter_1,Store_7,2024-03-04,127
current meter_1,Store_7,2024-03-11,115
current meter_1,Store_7,2024-03-18,121
current meter_1,Store_7,2024-03-25,138
current meter_1,Store_7,2024-04-01,103
current meter_1,Store_7,2024-04-08,125
current meter_1,Store_7,2024-04-15,132
current meter_1,Store_7,2024-04-22,118
current meter_1,Store_7,2024-04-29,122
current meter_1,Store_7,2024-05-06,123
current meter_1,Store_7,2024-05-13,139
current meter_1,Store_7,2024-05-20,120
current meter_1,Store_7,2024-05-27,125
current meter_1,Store_7,2024-06-03,120
current meter_1,Store_7,2024-06-10,146
current meter_1,Store_7,2024-06-17,146
current meter_1,Store_8,2024-02-26,38
current meter_1,Store_8,2024-03-04,34
current meter_1,Store_8,2024-03-11,14
current meter_1,Store_8,2024-03-18,26
current meter_1,Store_8,2024-03-25,46
current meter_1,Store_8,2024-04-01,7
current meter_1,Store_8,2024-04-08,22
current meter_1,Store_8,2024-04-15,48
current meter_1,Store_8,2024-04-22,18
current meter_1,Store_8,2024-04-29,21
current meter_1,Store_8,2024-05-06,34
current meter_1,Store_8,2024-05-13,41
current meter_1,Store_8,2024-05-20,23
current meter_1,Store_8,2024-05-27,25
current meter_1,Store_8,2024-06-03,31
current meter_1,Store_8,2024-06-10,47
current meter_1,Store_8,2024-06-17,48
current meter_2,Store_1,2024-02-26,103
current meter_2,Store_1,2024-03-04,96
current meter_2,Store_1,2024-03-11,69
current meter_2,Store_1,2024-03-18,80
current meter_2,Store_1,2024-03-25,113
current meter_2,Store_1,2024-04-01,59
current meter_2,Store_1,2024-04-08,80
current meter_2,Store_1,2024-04-15,108
current meter_2,Store_1,2024-04-22,80
current meter_2,Store_1,2024-04-29,79
current meter_2,Store_1,2024-05-06,88
current meter_2,Store_1,2024-05-13,111
current meter_2,Store_1,2024-05-20,84
current meter_2,Store_1,2024-05-27,83
current meter_2,Store_1,2024-06-03,84
current meter_2,Store_1,2024-06-10,121
current meter_2,Store_1,2024-06-17,125
current meter_2,Store_2,2024-02-26,103
current meter_2,Store_2,2024-03-04,101
current meter_2,Store_2,2024-03-11,72
current meter_2,Store_2,2024-03-18,82
current meter_2,Store_2,2024-03-25,117
current meter_2,Store_2,2024-04-01,67
current meter_2,Store_2,2024-04-08,78
current meter_2,Store_2,2024-04-15,115
current meter_2,Store_2,2024-04-22,87
current meter_2,Store_2,2024-04-29,78
current meter_2,Store_2,2024-05-06,93
current meter_2,Store_2,2024-05-13,114
current meter_2,Store_2,2024-05-20,87
current meter_2,Store_2,2024-05-27,81
current meter_2,Store_2,2024-06-03,89
current meter_2,Store_2,2024-06-10,122
current meter_2,Store_2,2024-06-17,124
current meter_2,Store_3,2024-02-26,85
current meter_2,Store_3,2024-03-04,74
current meter_2,Store_3,2024-03-11,62
current meter_2,Store_3,2024-03-18,68
current meter_2,Store_3,2024-03-25,87
current meter_2,Store_3,2024-04-01,48
current meter_2,Store_3,2024-04-08,75
current meter_2,Store_3,2024-04-15,78
current meter_2,Store_3,2024-04-22,66
current meter_2,Store_3,2024-04-29,71
current meter_2,Store_3,2024-05-06,70
current meter_2,Store_3,2024-05-13,88
current meter_2,Store_3,2024-05-20,67
current meter_2,Store_3,2024-05-27,74
current meter_2,Store_3,2024-06-03,66
current meter_2,Store_3,2024-06-10,96
current meter_2,Store_3,2024-06-17,95
current meter_2,Store_4,2024-02-26,105
current meter_2,Store_4,2024-03-04,96
